"ID_FlightType","Flight_Type","Flight_status"
"F1151","International","à l heure"
"F1152","International","à l heure"
"F1153","International","Annulé"
"F1154","International","Annulé"
"F1155","International","Annulé"
"F1156","International","Retardé"
"F1157","International","Annulé"
"F1158","International","Annulé"
"F1159","International","Annulé"
"F1160","International","Annulé"
"F1161","International","à l heure"
"F1162","International","Retardé"
"F1163","International","Annulé"
"F1164","International","Retardé"
"F1165","International","Retardé"
"F1166","International","Annulé"
"F1167","International","Retardé"
"F1168","International","à l heure"
"F1169","International","Annulé"
"F1170","International","Retardé"
"F1171","International","à l heure"
"F1172","International","à l heure"
"F1173","International","Annulé"
"F1174","International","Retardé"
"F1175","International","Annulé"
"F1176","International","Annulé"
"F1177","International","Annulé"
"F1178","International","Retardé"
"F1179","International","Annulé"
"F1180","International","Annulé"
"F1181","International","Annulé"
"F1182","International","Retardé"
"F1183","International","Annulé"
"F1184","International","Retardé"
"F1185","International","Retardé"
"F1186","International","Retardé"
"F1187","International","Retardé"
"F1188","International","Annulé"
"F1189","International","Annulé"
"F1190","International","à l heure"
"F1191","International","Annulé"
"F1192","International","Retardé"
"F1193","International","Annulé"
"F1194","International","Annulé"
"F1195","International","à l heure"
"F1196","International","Retardé"
"F1197","International","Annulé"
"F1198","International","Retardé"
"F1199","International","Retardé"
"F1200","International","Retardé"
"F1201","International","Annulé"
"F1202","International","Annulé"
"F1203","International","Retardé"
"F1204","International","Annulé"
"F1205","International","Annulé"
"F1206","International","Annulé"
"F1207","International","Retardé"
"F1208","International","Annulé"
"F1209","International","Annulé"
"F1210","International","à l heure"
"F1211","International","Annulé"
"F1212","International","à l heure"
"F1213","International","Annulé"
"F1214","International","Retardé"
"F1215","International","à l heure"
"F1216","International","Annulé"
"F1217","International","Annulé"
"F1218","International","Retardé"
"F1219","International","Retardé"
"F1220","International","Annulé"
"F1221","International","Annulé"
"F1222","International","Annulé"
"F1223","International","Annulé"
"F1224","International","Annulé"
"F1225","International","Annulé"
"F1226","International","Annulé"
"F1227","International","Retardé"
"F1228","International","Annulé"
"F1229","International","Annulé"
"F1230","International","Retardé"
"F1231","International","Retardé"
"F1232","International","Annulé"
"F1233","International","Annulé"
"F1234","International","à l heure"
"F1235","International","Annulé"
"F1236","International","Annulé"
"F1237","International","Annulé"
"F1238","International","Retardé"
"F1239","International","Retardé"
"F1240","International","Annulé"
"F1241","International","à l heure"
"F1242","International","Retardé"
"F1243","International","à l heure"
"F1244","International","Annulé"
"F1245","International","Retardé"
"F1246","International","à l heure"
"F1247","International","Retardé"
"F1248","International","Annulé"
"F1249","International","Retardé"
"F1250","International","à l heure"
"F1251","International","Retardé"
"F1252","International","Retardé"
"F1253","International","Retardé"
"F1254","International","Retardé"
"F1255","International","à l heure"
"F1256","International","Annulé"
"F1257","International","à l heure"
"F1258","International","Annulé"
"F1259","National","à l heure"
"F1260","International","Annulé"
"F1261","International","Retardé"
"F1262","International","à l heure"
"F1263","National","Annulé"
"F1264","International","Annulé"
"F1265","International","Annulé"
"F1266","International","Annulé"
"F1267","International","à l heure"
"F1268","National","à l heure"
"F1269","International","Annulé"
"F1270","International","Annulé"
"F1271","International","Annulé"
"F1272","International","Annulé"
"F1273","International","Retardé"
"F1274","International","Annulé"
"F1275","International","à l heure"
"F1276","International","Annulé"
"F1277","International","Retardé"
"F1278","International","Annulé"
"F1279","International","Annulé"
"F1280","International","Retardé"
"F1281","International","Retardé"
"F1282","International","Retardé"
"F1283","International","Annulé"
"F1284","International","Annulé"
"F1285","International","Annulé"
"F1286","International","Annulé"
"F1287","International","à l heure"
"F1288","International","Annulé"
"F1289","International","à l heure"
"F1290","International","Retardé"
"F1291","International","à l heure"
"F1292","International","Retardé"
"F1293","International","Annulé"
"F1294","International","Retardé"
"F1295","National","Retardé"
"F1296","International","à l heure"
"F1297","International","Annulé"
"F1298","International","Annulé"
"F1299","National","Retardé"
"F1300","International","Annulé"
"F1301","International","Retardé"
"F1302","International","Annulé"
"F1303","International","Annulé"
"F1304","International","Retardé"
"F1305","International","Retardé"
"F1306","International","Retardé"
"F1307","International","Retardé"
"F1308","National","Annulé"
"F1309","International","Annulé"
"F1310","International","Annulé"
"F1311","International","Annulé"
"F1312","International","Annulé"
"F1313","International","Annulé"
"F1314","International","Annulé"
"F1315","International","Retardé"
"F1316","International","Retardé"
"F1317","International","Annulé"
"F1318","International","Annulé"
"F1319","International","Annulé"
"F1320","International","Annulé"
"F1321","International","Annulé"
"F1322","International","Annulé"
"F1323","International","Annulé"
"F1324","International","Annulé"
"F1325","International","Annulé"
"F1326","International","Annulé"
"F1327","International","Retardé"
"F1328","International","Annulé"
"F1329","International","Retardé"
"F1330","International","à l heure"
"F1331","International","Retardé"
"F1332","International","Retardé"
"F1333","International","à l heure"
